Date,Open,High,Low,Close,Adj Close,Volume
2014-09-17,2.2242801189422607,2.3776700496673584,2.2219998836517334,2.360330104827881,2.360330104827881,3302
2014-09-18,2.3558499813079834,2.3558499813079834,1.9877099990844727,2.026859998703003,2.026859998703003,1709
2014-09-19,2.011699914932251,2.1210598945617676,1.9370299577713013,1.9668400287628174,1.9668400287628174,960
2014-09-20,1.9663100242614746,2.106990098953247,1.9431999921798706,2.007970094680786,2.007970094680786,5721
2014-09-21,1.9876500368118286,2.1514298915863037,1.9525799751281738,2.0996599197387695,2.0996599197387695,3508
2014-09-22,2.1011300086975098,2.1528398990631104,1.980530023574829,2.0500400066375732,2.0500400066375732,5702
2014-09-23,2.049730062484741,2.206739902496338,1.9955300092697144,2.1744000911712646,2.1744000911712646,10409
2014-09-24,2.2067298889160156,2.2073099613189697,2.091820001602173,2.1032800674438477,2.1032800674438477,1660
2014-09-25,2.1003899574279785,2.10221004486084,1.982990026473999,2.062880039215088,2.062880039215088,4976
2014-09-26,2.0622200965881348,2.0784499645233154,1.9926799535751343,2.030060052871704,2.030060052871704,6590
2014-09-27,2.030410051345825,2.080739974975586,1.9297800064086914,2.020829916000366,2.020829916000366,8371
2014-09-28,2.0206000804901123,2.030489921569824,1.8704899549484253,1.904729962348938,1.904729962348938,1215
2014-09-29,1.9034600257873535,1.9049500226974487,1.790220022201538,1.8322299718856812,1.8322299718856812,8216
2014-09-30,1.8352299928665161,2.0215799808502197,1.8026599884033203,1.9434700012207031,1.9434700012207031,9592
2014-10-01,1.9457600116729736,1.9878599643707275,1.8874499797821045,1.97284996509552,1.97284996509552,5366
2014-10-02,1.9683200120925903,2.001569986343384,1.8165199756622314,1.9141700267791748,1.9141700267791748,6172
2014-10-03,1.900439977645874,1.9418400526046753,1.802459955215454,1.8214800357818604,1.8214800357818604,7516
2014-10-04,1.8234100341796875,1.8401999473571777,1.7121100425720215,1.7412999868392944,1.7412999868392944,11594
2014-10-05,1.7415599822998047,1.8981000185012817,1.635949969291687,1.860509991645813,1.860509991645813,18676
2014-10-06,1.8597999811172485,3.0230700969696045,1.763450026512146,2.920219898223877,2.920219898223877,35443
2014-10-07,2.9534199237823486,4.956439971923828,2.7100799083709717,3.4134600162506104,3.4134600162506104,201300
2014-10-08,3.3259899616241455,3.539330005645752,2.6269500255584717,2.9124701023101807,2.9124701023101807,52678
2014-10-09,2.8160300254821777,5.109189987182617,2.2460200786590576,3.886590003967285,3.886590003967285,134182
2014-10-10,3.884890079498291,4.168570041656494,2.9406399726867676,3.0137200355529785,3.0137200355529785,26632
2014-10-11,3.0121099948883057,3.9322099685668945,2.985879898071289,3.505579948425293,3.505579948425293,45887
2014-10-12,3.5086700916290283,4.066269874572754,3.25600004196167,3.857369899749756,3.857369899749756,25277
2014-10-13,3.8510398864746094,3.880510091781616,3.3765900135040283,3.7115800380706787,3.7115800380706787,21816
2014-10-14,3.7236900329589844,4.0794501304626465,3.4408700466156006,3.8249800205230713,3.8249800205230713,30123
2014-10-15,3.8251900672912598,5.068190097808838,3.592170000076294,3.850490093231201,3.850490093231201,16259
2014-10-16,3.8481199741363525,4.158919811248779,3.4886701107025146,3.655019998550415,3.655019998550415,9868
2014-10-17,3.6569199562072754,4.604410171508789,3.5868499279022217,4.08450984954834,4.08450984954834,41494
2014-10-18,4.0862298011779785,4.56289005279541,3.931720018386841,4.253799915313721,4.253799915313721,17544
2014-10-19,4.251530170440674,4.534739971160889,4.195849895477295,4.435369968414307,4.435369968414307,29536
2014-10-20,4.428100109100342,4.532549858093262,3.8150699138641357,4.225170135498047,4.225170135498047,43671
2014-10-21,4.2204999923706055,4.382269859313965,3.9134600162506104,4.187429904937744,4.187429904937744,29725
